BLS_2_Countries_(SRES)_ABBREVNAME,Fips_code,ISO3v10,WH_2000,RI_2000,MZ_2000,WHA1F2020,RIA1F2020,MZA1F2020,ActChWHA1F2020,ActChRIAIF2020,ActChMZA1F2020,WHA1F2050,RIA1F2050,MZA1F2050,ActChWHA1F2050,ActChRIAIF2050,ActChMZA1F2050,WHA1F2080,RIA1F2080,MZA1F2080,ActChWHA1F2080,ActChRIAIF2080,ActChMZA1F2080,WHA2a2020,RIA2a2020,MZA2a2020,ActChWHA2a2020,ActChRIA2a2020,ActChMZA2a2020,WHA2a2050,RIA2a2050,MZA2a2050,ActChWHA2a2050,ActChRIA2a2050,ActChMZA2a2050,WHA2a2080,RIA2a2080,MZA2a2080,ActChWHA2a2080,ActChRIA2a2080,ActChMZA2a2080,WHA2b2020,RIA2b2020,MZA2b2020,ActCHWHA2b2020,ActChRIA2b2020,ActChMZA2b2020,WHA2b2050,RIA2b2050,MZA2b2050,ActCHWHA2b2050,ActChRIA2b2050,ActChMZA2b2050,WHA2b2080,RIA2b2080,MZA2b2080,ActChWHA2b2080,ActChRIA2b2080,ActChMZA2b2080,WHA2c2020,RIA2c2020,MZA2c2020,ActChWHA2c2020,ActChRIA2c2020,ActChMZA2c2020,WHA2c2050,RIA2c2050,MZA2c2050,ActChWHA2c2050,ActChRIA2c2050,ActChMZA2c2050,WHA2c2080,RIA2c2080,MZA2c2080,ActChWHA2c2080,ActChRIA2c2080,ActChMZA2c2080,WHB1a2020,RIB1a2020,MZB1a2020,ActChWHB1a2020,ActChRIB1a2020,ActChMZB1a2020,WHB1a2050,RIB1a2050,MZB1a2050,ActChWHB1a2050,ActChRIB1a2050,ActChMZB1a2050,WHB1a2080,RIB1a2080,MZB1a2080,ActChWHB1a2080,ActChRIB1a2080,ActChMZB1a2080,WHB2a2020,RIB2a2020,MZB2a2020,ActChWHB2a2020,ActChRIB2a2020,ActChMZB2a2020,WHB2a2050,RIB2a2050,MZB2a2050,ActChWHB2a2050,ActChRIB2a2050,ActChMZB2a2050,WHB2a2080,RIB2a2080,MZB2a2080,ActChWHB2a2080,ActChRIB2a2080,ActChMZB2a2080,WHB2b2020,RIB2b2020,MZB2b2020,ActChWHB2b2020,ActChRIB2b2020,ActChMZB2b2020,WHB2b2050,RIB2b2050,MZB2b2050,ActChWHB2b2050,ActChRIB2b2050,ActChMZB2b2050,WHB2b2080,RIB2b2080,MZB2b2080,ActChWHB2b2080,ActChRIB2b2080,ActChMZB2b2080,COUNTRY,WH%GR,RI%GR,MZ%GR,A1FI2020,A1FI2050,A1FI2080,A2A2020,A2A2050,A2A2080,A2B2020,A2B2050,A2B2080,A2C2020,A2C2050,A2C2080,B1A2020,B1A2050,B1A2080,B2A2020,B2A2050,B2A2080,B2B2020,B2B2050,B2B2080
Italy,IT,ITA,7313150.57,1375955.86,10202151.29,4.19,2.19,-1.68,306730.34,30191.63,-171132.06,9.28,8.28,-1.37,678786.74,113952.92,-140147.93,7.48,6.48,1.19,547335.95,89220.70,121452.05,5.67,3.67,-1.16,414309.74,50432.50,-118386.16,9.20,7.20,-1.32,673058.27,99115.56,-134368.40,13.14,12.14,0.45,960822.04,167017.34,45744.59,3.49,1.49,-0.72,255113.25,20479.97,-73901.79,8.92,6.92,-1.66,652076.47,95167.87,-168889.50,13.15,12.15,0.77,961885.85,167217.50,78159.08,3.34,1.34,-1.48,244557.75,18493.98,-150732.46,9.07,7.07,-1.81,663522.78,97321.48,-184678.21,13.51,12.51,0.44,988108.31,172151.21,45318.26,1.61,-0.39,-1.71,117525.50,-5406.91,-174892.99,5.28,4.28,-2.83,386212.84,58905.68,-288825.14,6.86,3.86,-3.21,501942.96,53160.97,-327432.02,3.66,2.31,-2.60,267401.52,31824.42,-265505.70,5.13,4.13,-3.19,375144.52,56823.19,-325519.76,7.24,6.24,-1.42,529747.81,85911.52,-144496.03,3.16,1.16,-2.55,230980.47,15939.43,-259655.12,5.50,4.50,-3.13,402157.01,61905.54,-319203.59,8.85,7.85,-1.35,647486.55,108063.85,-137358.00,Italy,42.13,7.51,50.36,0.36,1.28,1.41,0.69,1.25,2.22,0.41,1.15,2.28,0.26,1.15,2.29,-0.07,0.37,0.52,0.13,0.29,0.94,0.05,0.36,1.21
Ivory Coast,IV,CIV,,,,-1.07,-3.07,-4.07,0.00,0.00,0.00,-2.38,-3.38,-9.38,0.00,0.00,0.00,-8.94,-9.94,-18.94,0.00,0.00,0.00,-0.50,-2.50,-3.50,0.00,0.00,0.00,-1.23,-3.23,-8.23,0.00,0.00,0.00,-2.53,-3.53,-13.53,0.00,0.00,0.00,-0.72,-2.72,-3.72,0.00,0.00,0.00,0.29,-1.71,-6.71,0.00,0.00,0.00,-2.30,-3.30,-13.30,0.00,0.00,0.00,-0.20,-2.20,-3.20,0.00,0.00,0.00,0.93,-1.07,-6.07,0.00,0.00,0.00,-1.51,-2.51,-12.51,0.00,0.00,0.00,-1.15,-3.15,-4.15,0.00,0.00,0.00,-1.91,-2.91,-6.91,0.00,0.00,0.00,-3.85,-6.85,-9.85,0.00,0.00,0.00,-1.79,-3.79,-4.79,0.00,0.00,0.00,-2.53,-3.53,-7.53,0.00,0.00,0.00,-4.18,-5.18,-11.18,0.00,0.00,0.00,-1.76,-3.76,-4.76,0.00,0.00,0.00,-3.32,-4.32,-8.32,0.00,0.00,0.00,-2.57,-3.57,-9.57,0.00,0.00,0.00,Ivory Coast,1.00,1.00,1.00,-0.03,-0.05,-0.13,-0.02,-0.04,-0.07,-0.02,-0.03,-0.06,-0.02,-0.02,-0.06,-0.03,-0.04,-0.07,-0.03,-0.05,-0.07,-0.03,-0.05,-0.05
Jamaica,JM,JAM,,12.00,1857.71,-2.60,-4.60,-0.72,0.00,-0.55,-13.37,-0.22,-1.22,-2.96,0.00,-0.15,-55.05,-1.52,-2.52,-6.96,0.00,-0.30,-129.37,-1.24,-3.24,-0.51,0.00,-0.39,-9.52,-1.72,-3.72,-3.26,0.00,-0.45,-60.56,2.02,1.02,-5.39,0.00,0.12,-100.07,-4.49,-6.49,-2.22,0.00,-0.78,-41.33,-1.72,-3.72,-3.67,0.00,-0.45,-68.21,2.24,1.24,-5.63,0.00,0.15,-104.52,-1.83,-3.83,-1.07,0.00,-0.46,-19.96,-3.12,-5.12,-3.01,0.00,-0.61,-55.98,-0.92,-0.59,-6.71,0.00,-0.07,-124.62,-6.12,-8.12,-3.71,0.00,-0.97,-68.98,-5.08,-6.08,-5.28,0.00,-0.73,-98.17,-4.66,-7.66,-6.79,0.00,-0.92,-126.13,-2.65,-4.65,-3.04,0.00,-0.56,-56.43,-2.57,-3.57,-4.03,0.00,-0.43,-74.93,-2.64,-3.64,-4.04,0.00,-0.44,-75.07,-2.93,-4.93,-1.95,0.00,-0.59,-36.29,-6.33,-7.33,-4.26,0.00,-0.88,-79.06,-3.49,-4.49,-4.29,0.00,-0.54,-79.68,Jamaica,0.00,0.74,99.26,-0.25,-0.98,-2.31,-0.18,-1.09,-1.78,-0.75,-1.22,-1.86,-0.36,-1.01,-2.22,-1.25,-1.76,-2.27,-1.02,-1.34,-1.35,-0.66,-1.43,-1.43
Japan,JA,JPN,806285.71,10997571.43,160.00,1.95,0.84,5.73,15753.44,92243.57,9.17,1.77,1.21,3.34,14236.16,133243.99,5.35,-4.16,-4.95,-6.02,-33545.74,-544658.31,-9.63,1.75,1.84,3.71,14107.72,201854.72,5.94,3.51,4.47,2.47,28304.85,491388.80,3.95,3.70,3.50,-0.49,29863.29,384458.12,-0.78,1.73,1.60,3.86,13935.76,175837.69,6.17,3.25,3.01,2.94,26170.08,330846.12,4.71,2.71,-1.38,0.64,21831.19,-151907.27,1.03,1.19,1.79,2.13,9626.65,196577.22,3.41,1.80,2.90,1.25,14475.90,318503.18,1.99,0.96,3.57,-3.21,7735.15,392663.63,-5.14,1.44,0.73,3.11,11648.93,80067.14,4.97,1.54,2.77,2.32,12405.19,305036.18,3.71,0.15,-0.89,0.73,1172.00,-98192.23,1.17,0.06,0.15,1.82,485.11,16745.12,2.91,0.31,1.92,0.88,2463.35,211392.69,1.42,2.33,3.77,1.83,18788.48,414977.75,2.93,0.99,0.11,3.42,7950.66,12293.25,5.47,0.90,0.52,3.88,7266.34,57369.98,6.21,1.05,3.60,0.77,8436.73,396300.14,1.24,Japan,3.57,96.43,0.00,0.29,0.41,-1.64,0.61,1.48,1.17,0.53,1.01,-0.41,0.59,0.95,1.16,0.25,0.91,-0.29,0.05,0.62,1.24,0.05,0.18,1.17
Jordan,JO,JOR,28782.86,,16261.57,-1.22,-3.22,-5.54,-350.08,0.00,-900.79,-4.76,-5.76,-12.84,-1368.97,0.00,-2088.43,-13.58,-14.58,-19.81,-3907.77,0.00,-3221.04,-0.74,-2.74,-5.44,-213.96,0.00,-884.56,-1.24,-3.24,-9.84,-357.52,0.00,-1599.89,-5.64,-6.64,-15.46,-1622.52,0.00,-2513.25,-0.56,-2.56,-5.03,-161.20,0.00,-817.37,-0.87,-2.87,-9.31,-249.62,0.00,-1514.32,-4.34,-5.34,-14.18,-1248.59,0.00,-2305.67,-0.99,-2.99,-5.36,-284.61,0.00,-871.57,-0.15,-2.15,-9.02,-41.76,0.00,-1467.60,-5.01,-6.01,-15.39,-1442.39,0.00,-2502.88,-0.87,-2.87,-5.08,-251.60,0.00,-825.56,-1.68,-2.68,-8.34,-482.66,0.00,-1355.71,-3.28,-6.28,-11.02,-945.40,0.00,-1792.18,-2.24,-4.24,-7.11,-645.19,0.00,-1155.65,-4.26,-5.26,-10.85,-1227.42,0.00,-1764.89,-4.74,-5.74,-12.65,-1364.26,0.00,-2057.25,-1.54,-3.54,-6.03,-442.63,0.00,-981.11,-2.03,-3.03,-8.66,-583.48,0.00,-1407.82,-9.47,-10.47,-17.79,-2724.84,0.00,-2892.58,Jordan,96.07,0.00,3.93,-0.46,-1.69,-4.61,-0.31,-0.53,-2.01,-0.25,-0.40,-1.57,-0.39,-0.16,-1.81,-0.35,-0.65,-1.20,-0.81,-1.51,-1.68,-0.57,-0.76,-3.26
Kazakhstan,KZ,KAZ,11521858.14,255897.00,412679.14,-0.60,-2.60,-3.60,-69604.26,-6663.83,-14873.39,0.93,-0.07,-6.07,107245.72,-177.07,-25046.31,13.68,12.68,3.68,1576581.09,32456.42,15200.59,-2.58,-4.58,-5.58,-297698.88,-11729.74,-23043.07,0.02,-1.98,-6.98,2306.93,-5066.70,-28804.91,10.05,9.05,-0.95,1157721.18,23153.67,-3928.53,-2.02,-4.02,-5.02,-232534.55,-10282.46,-20709.08,-0.08,-2.08,-7.08,-9214.89,-5322.60,-29217.59,10.86,9.86,-0.14,1251133.69,25228.33,-582.77,0.71,-1.29,-2.29,81553.85,-3306.65,-9459.35,0.18,-1.82,-6.82,21046.62,-4650.50,-28133.71,5.61,4.61,-5.39,646377.18,11796.87,-22243.37,-5.67,-7.67,-8.67,-653611.04,-19634.44,-35790.80,-2.65,-3.65,-7.65,-305144.36,-9336.13,-31563.33,-2.03,-5.03,-8.03,-233797.38,-12869.48,-33134.68,-6.09,-8.09,-9.09,-701867.16,-20706.20,-37519.20,-2.78,-3.78,-7.78,-320747.12,-9682.67,-32122.18,0.87,-0.13,-6.13,100628.63,-324.04,-25283.32,-2.11,-4.11,-5.11,-243309.59,-10521.77,-21095.01,-2.50,-3.50,-7.50,-287528.14,-8944.88,-30932.37,0.41,-0.59,-6.59,47814.20,-1497.03,-27174.98,Kazakhstan,95.66,2.82,1.52,-0.24,0.27,4.50,-0.90,-0.05,3.28,-0.71,-0.08,3.55,0.20,0.01,1.80,-1.92,-0.92,-0.73,-2.06,-0.96,0.25,-0.74,-0.87,0.09
Kenya,KE,KEN,321924.86,51380.43,2689906.00,1.40,-0.60,-1.60,4510.93,-307.65,-43005.21,-4.07,-5.07,-11.07,-13110.35,-2606.27,-297839.54,-17.41,-18.41,-27.41,-56044.01,-9458.64,-737277.28,2.24,0.24,-0.76,7221.75,125.01,-20354.40,-1.84,-3.84,-8.84,-5933.75,-1974.66,-237873.99,-7.79,-8.79,-18.79,-25072.27,-4515.43,-505385.90,1.91,-0.09,-1.09,6163.41,-43.90,-29197.58,0.43,-1.57,-6.57,1380.27,-807.31,-176760.28,-7.45,-8.45,-18.45,-23971.04,-4339.67,-496184.33,2.71,0.71,-0.29,8713.68,363.13,-7888.30,1.39,-0.61,-5.61,4488.85,-311.17,-150785.94,-6.27,-7.27,-17.27,-20183.64,-3735.19,-464537.99,1.78,-0.22,-1.22,5735.90,-112.14,-32769.78,-0.87,-1.87,-5.87,-2798.48,-960.45,-157878.52,-4.77,-7.77,-10.77,-15362.54,-3993.33,-289759.07,0.82,-1.18,-2.18,2627.61,-608.23,-58741.65,-1.80,-2.80,-6.80,-5785.71,-1437.22,-182838.89,-6.77,-7.77,-13.77,-21797.58,-3992.78,-370427.32,0.86,-1.14,-2.14,2755.99,-587.74,-57668.94,-2.99,-3.99,-7.99,-9614.42,-2048.30,-214830.43,-4.36,-5.36,-11.36,-14043.20,-2755.15,-305634.11,Kenya,13.62,2.33,84.05,-0.39,-3.33,-8.61,-0.11,-2.59,-5.69,-0.22,-1.83,-5.57,0.05,-1.51,-5.18,-0.26,-1.70,-3.29,-0.58,-2.01,-4.23,-0.57,-2.40,-3.42
Korea Dem.People's Rep.,KN,PRK,171123.71,2214314.29,1646428.57,1.95,0.84,5.73,3343.46,18572.85,94329.54,1.77,1.21,3.34,3021.44,26828.11,55022.34,-4.16,-4.95,-6.02,-7119.65,-109664.64,-99094.90,1.75,1.84,3.71,2994.18,40642.59,61148.15,3.51,4.47,2.47,6007.34,98939.05,40622.43,3.70,3.50,-0.49,6338.10,77409.01,-8005.40,1.73,1.60,3.86,2957.69,35404.17,63519.32,3.25,3.01,2.94,5554.26,66614.46,48430.63,2.71,-1.38,0.64,4633.39,-30585.88,10616.54,1.19,1.79,2.13,2043.13,39579.99,35095.02,1.80,2.90,1.25,3072.32,64129.26,20504.20,0.96,3.57,-3.21,1641.69,79061.15,-52853.76,1.44,0.73,3.11,2472.33,16121.18,51185.58,1.54,2.77,2.32,2632.84,61417.74,38157.69,0.15,-0.89,0.73,248.74,-19770.59,12056.58,0.06,0.15,1.82,102.96,3371.56,29948.89,0.31,1.92,0.88,522.81,42563.02,14566.16,2.33,3.77,1.83,3987.61,83554.01,30122.27,0.99,0.11,3.42,1687.42,2475.19,56288.77,0.90,0.52,3.88,1542.19,11551.20,63899.46,1.05,3.60,0.77,1790.59,79793.35,12757.63,"Korea, Democratic People's Republic of",2.29,52.63,45.08,1.02,0.73,-1.81,0.89,1.18,0.57,0.87,0.99,-0.12,0.64,0.71,0.15,0.61,0.85,-0.05,0.30,0.47,0.95,0.54,0.68,0.76
"Korea, Republic Of",KS,KOR,6733.71,6685892.71,68625.57,1.95,0.84,5.73,131.57,56078.80,3931.79,1.77,1.21,3.34,118.89,81004.70,2293.41,-4.16,-4.95,-6.02,-280.16,-331121.02,-4130.42,1.75,1.84,3.71,117.82,122716.09,2548.75,3.51,4.47,2.47,236.39,298736.21,1693.20,3.70,3.50,-0.49,249.40,233728.49,-333.68,1.73,1.60,3.86,116.38,106899.23,2647.58,3.25,3.01,2.94,218.56,201135.47,2018.66,2.71,-1.38,0.64,182.32,-92350.91,442.51,1.19,1.79,2.13,80.40,119507.68,1462.81,1.80,2.90,1.25,120.90,193631.67,854.65,0.96,3.57,-3.21,64.60,238716.97,-2203.02,1.44,0.73,3.11,97.29,48676.23,2133.49,1.54,2.77,2.32,103.60,185444.50,1590.47,0.15,-0.89,0.73,9.79,-59695.25,502.54,0.06,0.15,1.82,4.05,10180.08,1248.31,0.31,1.92,0.88,20.57,128514.63,607.14,2.33,3.77,1.83,156.91,252282.67,1255.54,0.99,0.11,3.42,66.40,7473.59,2346.20,0.90,0.52,3.88,60.68,34877.66,2663.42,1.05,3.60,0.77,70.46,240927.76,531.76,"Korea, Republic of",0.15,98.85,1.00,0.30,0.41,-1.65,0.62,1.48,1.15,0.54,1.00,-0.45,0.60,0.96,1.17,0.25,0.92,-0.29,0.06,0.64,1.25,0.05,0.19,1.19
Kuwait,KU,KWT,503.57,,718.14,-1.22,-3.22,-5.54,-6.12,0.00,-39.78,-4.76,-5.76,-12.84,-23.95,0.00,-92.23,-13.58,-14.58,-19.81,-68.37,0.00,-142.25,-0.74,-2.74,-5.44,-3.74,0.00,-39.06,-1.24,-3.24,-9.84,-6.26,0.00,-70.65,-5.64,-6.64,-15.46,-28.39,0.00,-110.99,-0.56,-2.56,-5.03,-2.82,0.00,-36.10,-0.87,-2.87,-9.31,-4.37,0.00,-66.88,-4.34,-5.34,-14.18,-21.84,0.00,-101.82,-0.99,-2.99,-5.36,-4.98,0.00,-38.49,-0.15,-2.15,-9.02,-0.73,0.00,-64.81,-5.01,-6.01,-15.39,-25.24,0.00,-110.53,-0.87,-2.87,-5.08,-4.40,0.00,-36.46,-1.68,-2.68,-8.34,-8.44,0.00,-59.87,-3.28,-6.28,-11.02,-16.54,0.00,-79.15,-2.24,-4.24,-7.11,-11.29,0.00,-51.04,-4.26,-5.26,-10.85,-21.47,0.00,-77.94,-4.74,-5.74,-12.65,-23.87,0.00,-90.85,-1.54,-3.54,-6.03,-7.74,0.00,-43.33,-2.03,-3.03,-8.66,-10.21,0.00,-62.17,-9.47,-10.47,-17.79,-47.67,0.00,-127.74,Kuwait,1.87,0.00,98.13,-1.82,-4.23,-6.56,-1.78,-3.23,-5.09,-1.65,-3.05,-4.66,-1.76,-2.95,-5.07,-1.67,-2.74,-3.63,-2.34,-3.58,-4.17,-1.98,-2.84,-5.88
Kyrgyzstan,KG,KGZ,1027802.57,18401.71,411633.43,2.69,0.69,-3.07,27601.36,126.14,-12623.29,7.36,6.36,-3.70,75690.54,1171.14,-15215.63,5.79,4.79,-0.75,59485.57,881.01,-3095.86,3.64,1.64,-2.80,37443.14,302.35,-11510.70,6.94,4.94,-3.47,71293.57,908.40,-14278.72,9.90,8.90,-1.63,101783.30,1638.30,-6697.13,2.14,0.14,-2.02,22030.55,26.40,-8324.71,7.27,5.27,-3.84,74697.14,969.34,-15801.03,10.83,9.83,-1.36,111279.49,1808.32,-5579.94,1.60,-0.40,-2.67,16415.37,-74.13,-10972.05,6.85,4.85,-4.12,70405.60,892.50,-16976.93,12.27,11.27,-2.01,126060.83,2072.97,-8283.38,-0.82,-2.82,-3.27,-8441.15,-519.16,-13471.57,3.19,2.19,-4.77,32808.54,403.38,-19644.62,4.84,1.84,-5.43,49766.90,338.97,-22359.66,2.18,0.18,-4.43,22451.11,33.93,-18225.02,3.11,2.11,-5.17,31969.79,388.37,-21291.95,3.68,2.68,-3.68,37864.72,493.91,-15161.30,1.18,-0.82,-3.92,12161.85,-150.29,-16116.76,3.27,2.27,-5.35,33653.55,418.51,-22041.11,7.01,6.01,-3.64,72017.41,1105.38,-14990.11,Kyrgyzstan,83.34,0.91,15.75,0.59,1.87,1.58,0.87,1.76,2.69,0.49,1.83,2.97,0.30,1.70,3.34,-0.41,0.64,1.07,0.37,0.60,0.84,0.12,0.64,1.77
Laos,LA,LAO,,2441242.86,217453.43,-2.80,-0.70,-1.01,0.00,-16967.45,-2193.52,5.67,1.95,-3.78,0.00,47703.29,-8230.36,2.61,0.90,-5.50,0.00,22009.08,-11962.09,2.80,0.09,-1.74,0.00,2161.39,-3782.63,4.20,2.16,-5.19,0.00,52731.61,-11292.01,8.10,5.54,-4.10,0.00,135197.43,-8906.86,0.50,0.11,-1.33,0.00,2564.29,-2891.24,6.75,2.34,-3.77,0.00,57183.29,-8196.92,8.40,3.47,-3.60,0.00,84618.75,-7830.85,-1.25,0.04,-2.58,0.00,920.95,-5600.35,2.89,1.40,-5.80,0.00,34188.08,-12607.70,2.26,4.07,-7.20,0.00,99398.72,-15646.76,-2.81,-0.78,-1.91,0.00,-19068.50,-4144.23,1.00,0.75,-4.89,0.00,18329.65,-10634.76,5.08,-1.19,-5.39,0.00,-29112.27,-11713.78,2.55,-1.43,-3.56,0.00,-34930.72,-7740.86,3.91,0.35,-5.56,0.00,8536.05,-12081.06,5.92,2.72,-4.94,0.00,66391.62,-10733.89,1.38,-1.12,-2.14,0.00,-27375.84,-4652.63,3.35,-0.21,-3.98,0.00,-5182.84,-8651.65,6.07,3.16,-4.92,0.00,77084.84,-10698.10,Laos,0.00,94.76,5.24,-0.24,0.55,0.19,0.00,0.59,1.68,0.01,0.67,1.03,-0.03,0.34,1.16,-0.28,0.15,-0.47,-0.51,0.01,0.77,-0.39,-0.14,0.91
Latvia,LG,LVA,520242.29,,,-4.91,-6.91,-7.91,-25518.75,0.00,0.00,-7.18,-8.18,-14.18,-37354.18,0.00,0.00,-3.83,-4.83,-13.83,-19947.80,0.00,0.00,-5.73,-7.73,-8.73,-29784.47,0.00,0.00,-6.30,-8.30,-13.30,-32784.86,0.00,0.00,-1.83,-2.83,-12.83,-9529.63,0.00,0.00,-4.40,-6.40,-7.40,-22905.08,0.00,0.00,-6.77,-8.77,-13.77,-35216.68,0.00,0.00,-3.00,-4.00,-14.00,-15590.41,0.00,0.00,-2.98,-4.98,-5.98,-15494.20,0.00,0.00,-6.83,-8.83,-13.83,-35512.30,0.00,0.00,-3.42,-4.42,-14.42,-17769.49,0.00,0.00,-7.88,-9.88,-10.88,-41018.69,0.00,0.00,-6.10,-7.10,-11.10,-31752.82,0.00,0.00,-8.41,-11.41,-14.41,-43738.33,0.00,0.00,-8.86,-10.86,-11.86,-46083.67,0.00,0.00,-7.17,-8.17,-12.17,-37305.17,0.00,0.00,-5.83,-6.83,-12.83,-30307.17,0.00,0.00,-5.99,-7.99,-8.99,-31146.05,0.00,0.00,-10.00,-11.00,-15.00,-52005.66,0.00,0.00,-7.38,-8.38,-14.38,-38371.40,0.00,0.00,Latvia,100.00,0.00,0.00,-1.64,-2.39,-1.28,-1.91,-2.10,-0.61,-1.47,-2.26,-1.00,-0.99,-2.28,-1.14,-2.63,-2.03,-2.80,-2.95,-2.39,-1.94,-2.00,-3.33,-2.46
Lebanon,LE,LBN,129057.14,,3349.14,-1.22,-3.22,-5.54,-1569.71,0.00,-185.52,-4.76,-5.76,-12.84,-6138.23,0.00,-430.12,-13.58,-14.58,-19.81,-17521.73,0.00,-663.39,-0.74,-2.74,-5.44,-959.34,0.00,-182.18,-1.24,-3.24,-9.84,-1603.08,0.00,-329.50,-5.64,-6.64,-15.46,-7275.08,0.00,-517.61,-0.56,-2.56,-5.03,-722.77,0.00,-168.34,-0.87,-2.87,-9.31,-1119.25,0.00,-311.88,-4.34,-5.34,-14.18,-5598.44,0.00,-474.86,-0.99,-2.99,-5.36,-1276.16,0.00,-179.50,-0.15,-2.15,-9.02,-187.23,0.00,-302.26,-5.01,-6.01,-15.39,-6467.43,0.00,-515.48,-0.87,-2.87,-5.08,-1128.12,0.00,-170.03,-1.68,-2.68,-8.34,-2164.15,0.00,-279.22,-3.28,-6.28,-11.02,-4238.99,0.00,-369.11,-2.24,-4.24,-7.11,-2892.90,0.00,-238.01,-4.26,-5.26,-10.85,-5503.54,0.00,-363.49,-4.74,-5.74,-12.65,-6117.09,0.00,-423.70,-1.54,-3.54,-6.03,-1984.66,0.00,-202.06,-2.03,-3.03,-8.66,-2616.22,0.00,-289.95,-9.47,-10.47,-17.79,-12217.70,0.00,-595.74,Lebanon,91.46,0.00,8.54,-0.53,-1.82,-4.70,-0.38,-0.66,-2.16,-0.31,-0.53,-1.73,-0.45,-0.30,-1.97,-0.41,-0.75,-1.32,-0.89,-1.61,-1.81,-0.64,-0.86,-3.39
Lesotho,LT,LSO,27966.43,,98511.86,-1.22,-3.22,-5.54,-340.15,0.00,-5456.97,-4.76,-5.76,-12.84,-1330.14,0.00,-12651.63,-13.58,-14.58,-19.81,-3796.92,0.00,-19512.93,-0.74,-2.74,-5.44,-207.89,0.00,-5358.65,-1.24,-3.24,-9.84,-347.38,0.00,-9692.06,-5.64,-6.64,-15.46,-1576.50,0.00,-15225.15,-0.56,-2.56,-5.03,-156.62,0.00,-4951.60,-0.87,-2.87,-9.31,-242.54,0.00,-9173.69,-4.34,-5.34,-14.18,-1213.17,0.00,-13967.62,-0.99,-2.99,-5.36,-276.54,0.00,-5279.90,-0.15,-2.15,-9.02,-40.57,0.00,-8890.66,-5.01,-6.01,-15.39,-1401.48,0.00,-15162.31,-0.87,-2.87,-5.08,-244.46,0.00,-5001.22,-1.68,-2.68,-8.34,-468.97,0.00,-8212.85,-3.28,-6.28,-11.02,-918.58,0.00,-10856.92,-2.24,-4.24,-7.11,-626.89,0.00,-7000.86,-4.26,-5.26,-10.85,-1192.61,0.00,-10691.64,-4.74,-5.74,-12.65,-1325.56,0.00,-12462.72,-1.54,-3.54,-6.03,-430.07,0.00,-5943.50,-2.03,-3.03,-8.66,-566.93,0.00,-8528.53,-9.47,-10.47,-17.79,-2647.55,0.00,-17523.09,Lesotho,13.57,0.00,86.43,-1.65,-3.92,-6.32,-1.60,-2.89,-4.71,-1.47,-2.72,-4.28,-1.59,-2.61,-4.66,-1.50,-2.48,-3.32,-2.15,-3.32,-3.86,-1.81,-2.59,-5.55
Liberia,LI,LBR,,129957.14,,0.14,-1.86,-4.18,0.00,-2415.58,0.00,-1.98,-2.98,-10.07,0.00,-3877.40,0.00,-14.52,-15.52,-20.75,0.00,-20169.83,0.00,0.20,-1.80,-4.50,0.00,-2337.90,0.00,-0.26,-2.26,-8.86,0.00,-2935.39,0.00,-5.76,-6.76,-15.58,0.00,-8791.01,0.00,0.42,-1.58,-4.05,0.00,-2053.38,0.00,0.97,-1.03,-7.47,0.00,-1333.44,0.00,-4.17,-5.17,-14.01,0.00,-6723.09,0.00,0.84,-1.16,-3.53,0.00,-1511.05,0.00,1.85,-0.15,-7.03,0.00,-198.72,0.00,-4.31,-5.31,-14.69,0.00,-6896.45,0.00,-0.40,-2.40,-4.60,0.00,-3119.12,0.00,-0.60,-1.60,-7.26,0.00,-2081.95,0.00,-2.25,-5.25,-9.99,0.00,-6822.65,0.00,-1.33,-3.33,-6.19,0.00,-4322.28,0.00,-2.58,-3.58,-9.16,0.00,-4646.94,0.00,-4.49,-5.49,-12.40,0.00,-7131.10,0.00,-0.76,-2.76,-5.25,0.00,-3581.72,0.00,-1.59,-2.59,-8.22,0.00,-3365.61,0.00,-6.42,-7.42,-14.74,0.00,-9646.14,0.00,Liberia,0.00,100.00,0.00,-0.62,-0.99,-5.17,-0.60,-0.75,-2.25,-0.53,-0.34,-1.72,-0.39,-0.05,-1.77,-0.80,-0.53,-1.75,-1.11,-1.19,-1.83,-0.92,-0.86,-2.47
