# Source: https://openaq.org/#/countries/IN?_k=lp8nnq
# EPA AirNow DOS
# http://airnow.gov/index.cfm?action=airnow.global_summary
location,parameter,utc,year,month,day,hour,value,unit,duration,qcname
US Diplomatic Post: New Delhi,pm25,11/6/2016 23:30:00,2016,11,6,23,966.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 0:30:00,2016,11,7,0,920.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 1:30:00,2016,11,7,1,872.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 2:30:00,2016,11,7,2,794.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 3:30:00,2016,11,7,3,805.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 4:30:00,2016,11,7,4,834.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 5:30:00,2016,11,7,5,767.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 6:30:00,2016,11,7,6,577.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 7:30:00,2016,11,7,7,441.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 8:30:00,2016,11,7,8,319.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 9:30:00,2016,11,7,9,242.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 10:30:00,2016,11,7,10,181.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 11:30:00,2016,11,7,11,153.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 12:30:00,2016,11,7,12,134.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 13:30:00,2016,11,7,13,135,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 14:30:00,2016,11,7,14,155.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 15:30:00,2016,11,7,15,217.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 16:30:00,2016,11,7,16,322.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 17:30:00,2016,11,7,17,450.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 18:30:00,2016,11,7,18,572.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 19:30:00,2016,11,7,19,625.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 20:30:00,2016,11,7,20,646.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 21:30:00,2016,11,7,21,665.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 22:30:00,2016,11,7,22,641.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/7/2016 23:30:00,2016,11,7,23,612.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 0:30:00,2016,11,8,0,551.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 1:30:00,2016,11,8,1,518.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 2:30:00,2016,11,8,2,497.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 3:30:00,2016,11,8,3,505.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 4:30:00,2016,11,8,4,469.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 5:30:00,2016,11,8,5,391.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 6:30:00,2016,11,8,6,322.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 7:30:00,2016,11,8,7,279.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 8:30:00,2016,11,8,8,232.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 9:30:00,2016,11,8,9,191.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 10:30:00,2016,11,8,10,166.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 11:30:00,2016,11,8,11,155,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 12:30:00,2016,11,8,12,149.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 13:30:00,2016,11,8,13,156.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 14:30:00,2016,11,8,14,177.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 15:30:00,2016,11,8,15,215.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 16:30:00,2016,11,8,16,270.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 17:30:00,2016,11,8,17,335.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 18:30:00,2016,11,8,18,378.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 19:30:00,2016,11,8,19,451.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 20:30:00,2016,11,8,20,499.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 21:30:00,2016,11,8,21,495.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 22:30:00,2016,11,8,22,452.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/8/2016 23:30:00,2016,11,8,23,388.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 0:30:00,2016,11,9,0,347.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 1:30:00,2016,11,9,1,339.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 2:30:00,2016,11,9,2,346.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 3:30:00,2016,11,9,3,332.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 4:30:00,2016,11,9,4,330.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 5:30:00,2016,11,9,5,335.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 6:30:00,2016,11,9,6,327,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 7:30:00,2016,11,9,7,309.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 8:30:00,2016,11,9,8,295.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 9:30:00,2016,11,9,9,267.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 10:30:00,2016,11,9,10,206.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 11:30:00,2016,11,9,11,180.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 12:30:00,2016,11,9,12,171.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 13:30:00,2016,11,9,13,173.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 14:30:00,2016,11,9,14,182.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 15:30:00,2016,11,9,15,205.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 16:30:00,2016,11,9,16,241,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 17:30:00,2016,11,9,17,270,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 18:30:00,2016,11,9,18,297,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 19:30:00,2016,11,9,19,306.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 20:30:00,2016,11,9,20,308.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 21:30:00,2016,11,9,21,315.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 22:30:00,2016,11,9,22,330.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/9/2016 23:30:00,2016,11,9,23,333.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 0:30:00,2016,11,10,0,299.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 1:30:00,2016,11,10,1,274.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 2:30:00,2016,11,10,2,249.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 3:30:00,2016,11,10,3,221.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 4:30:00,2016,11,10,4,218.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 5:30:00,2016,11,10,5,218.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 6:30:00,2016,11,10,6,240.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 7:30:00,2016,11,10,7,266.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 8:30:00,2016,11,10,8,274.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 9:30:00,2016,11,10,9,208.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 10:30:00,2016,11,10,10,201,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 11:30:00,2016,11,10,11,179.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 12:30:00,2016,11,10,12,188.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 13:30:00,2016,11,10,13,208.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 14:30:00,2016,11,10,14,227,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 15:30:00,2016,11,10,15,232.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 16:30:00,2016,11,10,16,240.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 17:30:00,2016,11,10,17,265.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 18:30:00,2016,11,10,18,287.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 19:30:00,2016,11,10,19,321.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 20:30:00,2016,11,10,20,334.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 21:30:00,2016,11,10,21,329.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 22:30:00,2016,11,10,22,309.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/10/2016 23:30:00,2016,11,10,23,299.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 0:30:00,2016,11,11,0,302,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 1:30:00,2016,11,11,1,304.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 2:30:00,2016,11,11,2,309.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 3:30:00,2016,11,11,3,333.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 4:30:00,2016,11,11,4,357.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 5:30:00,2016,11,11,5,351,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 6:30:00,2016,11,11,6,331.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 7:30:00,2016,11,11,7,258.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 8:30:00,2016,11,11,8,226.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 9:30:00,2016,11,11,9,205.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 10:30:00,2016,11,11,10,190.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 11:30:00,2016,11,11,11,183.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 12:30:00,2016,11,11,12,190.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 13:30:00,2016,11,11,13,197.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 14:30:00,2016,11,11,14,208.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 15:30:00,2016,11,11,15,224.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 16:30:00,2016,11,11,16,233.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 17:30:00,2016,11,11,17,232.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 18:30:00,2016,11,11,18,241.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 19:30:00,2016,11,11,19,249.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 20:30:00,2016,11,11,20,265.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 21:30:00,2016,11,11,21,280.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 22:30:00,2016,11,11,22,289.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/11/2016 23:30:00,2016,11,11,23,295.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 0:30:00,2016,11,12,0,299.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 1:30:00,2016,11,12,1,301,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 2:30:00,2016,11,12,2,299,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 3:30:00,2016,11,12,3,308.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 4:30:00,2016,11,12,4,309.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 5:30:00,2016,11,12,5,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 6:30:00,2016,11,12,6,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 7:30:00,2016,11,12,7,194.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 8:30:00,2016,11,12,8,171,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 9:30:00,2016,11,12,9,166.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 10:30:00,2016,11,12,10,184.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 11:30:00,2016,11,12,11,181.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 12:30:00,2016,11,12,12,181.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 13:30:00,2016,11,12,13,190,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 14:30:00,2016,11,12,14,202.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 15:30:00,2016,11,12,15,203.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 16:30:00,2016,11,12,16,207.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 17:30:00,2016,11,12,17,216,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 18:30:00,2016,11,12,18,220.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 19:30:00,2016,11,12,19,224.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 20:30:00,2016,11,12,20,228,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 21:30:00,2016,11,12,21,224.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 22:30:00,2016,11,12,22,218.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/12/2016 23:30:00,2016,11,12,23,206.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 0:30:00,2016,11,13,0,194.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 1:30:00,2016,11,13,1,191.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 2:30:00,2016,11,13,2,202.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 3:30:00,2016,11,13,3,242.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 4:30:00,2016,11,13,4,237.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 5:30:00,2016,11,13,5,195.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 6:30:00,2016,11,13,6,164.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 7:30:00,2016,11,13,7,147.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 8:30:00,2016,11,13,8,119.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 9:30:00,2016,11,13,9,108.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 10:30:00,2016,11,13,10,104.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 11:30:00,2016,11,13,11,104,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 12:30:00,2016,11,13,12,119,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 13:30:00,2016,11,13,13,128.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 14:30:00,2016,11,13,14,144.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 15:30:00,2016,11,13,15,158.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 16:30:00,2016,11,13,16,163,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 17:30:00,2016,11,13,17,174.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 18:30:00,2016,11,13,18,191.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 19:30:00,2016,11,13,19,191.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 20:30:00,2016,11,13,20,191.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 21:30:00,2016,11,13,21,184.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 22:30:00,2016,11,13,22,181.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/13/2016 23:30:00,2016,11,13,23,182.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 0:30:00,2016,11,14,0,187,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 1:30:00,2016,11,14,1,186.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 2:30:00,2016,11,14,2,199,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 3:30:00,2016,11,14,3,209.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 4:30:00,2016,11,14,4,212,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 5:30:00,2016,11,14,5,210.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 6:30:00,2016,11,14,6,207.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 7:30:00,2016,11,14,7,191.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 8:30:00,2016,11,14,8,156.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 9:30:00,2016,11,14,9,131.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 10:30:00,2016,11,14,10,121,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 11:30:00,2016,11,14,11,106.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 12:30:00,2016,11,14,12,105.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 13:30:00,2016,11,14,13,109.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 14:30:00,2016,11,14,14,117,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 15:30:00,2016,11,14,15,131,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 16:30:00,2016,11,14,16,144.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 17:30:00,2016,11,14,17,159.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 18:30:00,2016,11,14,18,168.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 19:30:00,2016,11,14,19,176.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 20:30:00,2016,11,14,20,192.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 21:30:00,2016,11,14,21,193.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 22:30:00,2016,11,14,22,195.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/14/2016 23:30:00,2016,11,14,23,195.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 0:30:00,2016,11,15,0,203.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 1:30:00,2016,11,15,1,219.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 2:30:00,2016,11,15,2,248.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 3:30:00,2016,11,15,3,311.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 4:30:00,2016,11,15,4,347.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 5:30:00,2016,11,15,5,339.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 6:30:00,2016,11,15,6,289.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 7:30:00,2016,11,15,7,243.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 8:30:00,2016,11,15,8,175.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 9:30:00,2016,11,15,9,134.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 10:30:00,2016,11,15,10,119.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 11:30:00,2016,11,15,11,108.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 12:30:00,2016,11,15,12,115.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 13:30:00,2016,11,15,13,124,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 14:30:00,2016,11,15,14,147,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 15:30:00,2016,11,15,15,183.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 16:30:00,2016,11,15,16,233.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 17:30:00,2016,11,15,17,272.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 18:30:00,2016,11,15,18,300.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 19:30:00,2016,11,15,19,315.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 20:30:00,2016,11,15,20,335.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 21:30:00,2016,11,15,21,342.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 22:30:00,2016,11,15,22,343.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/15/2016 23:30:00,2016,11,15,23,336.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 0:30:00,2016,11,16,0,331.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 1:30:00,2016,11,16,1,324.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 2:30:00,2016,11,16,2,331.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 3:30:00,2016,11,16,3,326,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 4:30:00,2016,11,16,4,317.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 5:30:00,2016,11,16,5,300.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 6:30:00,2016,11,16,6,258.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 7:30:00,2016,11,16,7,209.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 8:30:00,2016,11,16,8,177.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 9:30:00,2016,11,16,9,141.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 10:30:00,2016,11,16,10,117,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 11:30:00,2016,11,16,11,106.4,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 12:30:00,2016,11,16,12,108.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 13:30:00,2016,11,16,13,124.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 14:30:00,2016,11,16,14,134.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 15:30:00,2016,11,16,15,155.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 16:30:00,2016,11,16,16,192.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 17:30:00,2016,11,16,17,225.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 18:30:00,2016,11,16,18,272.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 19:30:00,2016,11,16,19,297.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 20:30:00,2016,11,16,20,308.6,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 21:30:00,2016,11,16,21,294.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 22:30:00,2016,11,16,22,277.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/16/2016 23:30:00,2016,11,16,23,257.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 0:30:00,2016,11,17,0,242.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 1:30:00,2016,11,17,1,246.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 2:30:00,2016,11,17,2,252,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 3:30:00,2016,11,17,3,253.7,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 4:30:00,2016,11,17,4,252.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 5:30:00,2016,11,17,5,236.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 6:30:00,2016,11,17,6,236.2,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 7:30:00,2016,11,17,7,196.5,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 8:30:00,2016,11,17,8,-999,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 9:30:00,2016,11,17,9,117.1,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 10:30:00,2016,11,17,10,98,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 11:30:00,2016,11,17,11,95.8,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 12:30:00,2016,11,17,12,95.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 13:30:00,2016,11,17,13,104.3,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 14:30:00,2016,11,17,14,131.9,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 15:30:00,2016,11,17,15,155,µg/m³,,
US Diplomatic Post: New Delhi,pm25,11/17/2016 16:30:00,2016,11,17,16,182,µg/m³,,
